player,season,usage_level,current_usage,predicted_archetype,actual_archetype,king_probability,is_king_predicted,is_king_actual,is_false_positive,is_false_negative,is_true_positive,is_true_negative
Jerami Grant,2019-20,0.15,0.177,Victim (Fragile Role),Victim (Fragile Role),0.000949556939303875,False,False,False,False,False,True
Jerami Grant,2019-20,0.2,0.177,Victim (Fragile Role),Victim (Fragile Role),0.0024670124985277653,False,False,False,False,False,True
Jerami Grant,2019-20,0.25,0.177,Victim (Fragile Role),Victim (Fragile Role),0.004765970632433891,False,False,False,False,False,True
Jerami Grant,2019-20,0.3,0.177,Victim (Fragile Role),Victim (Fragile Role),0.014857473783195019,False,False,False,False,False,True
Jerami Grant,2019-20,0.35,0.177,Victim (Fragile Role),Victim (Fragile Role),0.024280661717057228,False,False,False,False,False,True
JJ Redick,2018-19,0.15,0.209,Victim (Fragile Role),Victim (Fragile Role),0.0007753422250971198,False,False,False,False,False,True
JJ Redick,2018-19,0.2,0.209,Victim (Fragile Role),Victim (Fragile Role),0.0016778926365077496,False,False,False,False,False,True
JJ Redick,2018-19,0.25,0.209,Victim (Fragile Role),Victim (Fragile Role),0.005527119617909193,False,False,False,False,False,True
JJ Redick,2018-19,0.3,0.209,Victim (Fragile Role),Victim (Fragile Role),0.013848085887730122,False,False,False,False,False,True
JJ Redick,2018-19,0.35,0.209,Victim (Fragile Role),Victim (Fragile Role),0.02146718092262745,False,False,False,False,False,True
Luka Dončić,2023-24,0.15,0.355,Victim (Fragile Role),King (Resilient Star),0.0022002640180289745,False,True,False,True,False,False
Luka Dončić,2023-24,0.2,0.355,Victim (Fragile Role),King (Resilient Star),0.006420675665140152,False,True,False,True,False,False
Luka Dončić,2023-24,0.25,0.355,Victim (Fragile Role),King (Resilient Star),0.025960449129343033,False,True,False,True,False,False
Luka Dončić,2023-24,0.3,0.355,Victim (Fragile Role),King (Resilient Star),0.02835172414779663,False,True,False,True,False,False
Luka Dončić,2023-24,0.35,0.355,Victim (Fragile Role),King (Resilient Star),0.037083134055137634,False,True,False,True,False,False
Al-Farouq Aminu,2015-16,0.15,0.166,Victim (Fragile Role),Sniper (Resilient Role),0.0011006888234987855,False,False,False,False,False,True
Al-Farouq Aminu,2015-16,0.2,0.166,Victim (Fragile Role),Sniper (Resilient Role),0.003180217929184437,False,False,False,False,False,True
Al-Farouq Aminu,2015-16,0.25,0.166,Victim (Fragile Role),Sniper (Resilient Role),0.016164612025022507,False,False,False,False,False,True
Al-Farouq Aminu,2015-16,0.3,0.166,Victim (Fragile Role),Sniper (Resilient Role),0.027450937777757645,False,False,False,False,False,True
Al-Farouq Aminu,2015-16,0.35,0.166,Victim (Fragile Role),Sniper (Resilient Role),0.051195982843637466,False,False,False,False,False,True
Derrick White,2018-19,0.15,0.178,Victim (Fragile Role),King (Resilient Star),0.0038731934037059546,False,True,False,True,False,False
Derrick White,2018-19,0.2,0.178,Sniper (Resilient Role),King (Resilient Star),0.03325686603784561,False,True,False,True,False,False
Derrick White,2018-19,0.25,0.178,Victim (Fragile Role),King (Resilient Star),0.06653563678264618,False,True,False,True,False,False
Derrick White,2018-19,0.3,0.178,Victim (Fragile Role),King (Resilient Star),0.08996959775686264,False,True,False,True,False,False
Derrick White,2018-19,0.35,0.178,Bulldozer (Fragile Star),King (Resilient Star),0.0727134421467781,False,True,False,True,False,False
Tristan Thompson,2015-16,0.15,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.0012830953346565366,False,False,False,False,False,True
Tristan Thompson,2015-16,0.2,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.0031273027416318655,False,False,False,False,False,True
Tristan Thompson,2015-16,0.25,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.00919819250702858,False,False,False,False,False,True
Tristan Thompson,2015-16,0.3,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.02561534009873867,False,False,False,False,False,True
Tristan Thompson,2015-16,0.35,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.0334937646985054,False,False,False,False,False,True
Tyrese Maxey,2023-24,0.15,0.273,Victim (Fragile Role),King (Resilient Star),0.006537370849400759,False,True,False,True,False,False
Tyrese Maxey,2023-24,0.2,0.273,Victim (Fragile Role),King (Resilient Star),0.03231558948755264,False,True,False,True,False,False
Tyrese Maxey,2023-24,0.25,0.273,Victim (Fragile Role),King (Resilient Star),0.03417513892054558,False,True,False,True,False,False
Tyrese Maxey,2023-24,0.3,0.273,Victim (Fragile Role),King (Resilient Star),0.09090415388345718,False,True,False,True,False,False
Tyrese Maxey,2023-24,0.35,0.273,Victim (Fragile Role),King (Resilient Star),0.08547188341617584,False,True,False,True,False,False
Chris Paul,2017-18,0.15,0.241,Sniper (Resilient Role),King (Resilient Star),0.01280638761818409,False,True,False,True,False,False
Chris Paul,2017-18,0.2,0.241,Victim (Fragile Role),King (Resilient Star),0.014947340823709965,False,True,False,True,False,False
Chris Paul,2017-18,0.25,0.241,Victim (Fragile Role),King (Resilient Star),0.12990300357341766,False,True,False,True,False,False
Chris Paul,2017-18,0.3,0.241,Victim (Fragile Role),King (Resilient Star),0.16722461581230164,False,True,False,True,False,False
Chris Paul,2017-18,0.35,0.241,Bulldozer (Fragile Star),King (Resilient Star),0.16625867784023285,False,True,False,True,False,False
Jae Crowder,2016-17,0.15,0.169,Victim (Fragile Role),Sniper (Resilient Role),0.0007121335947886109,False,False,False,False,False,True
Jae Crowder,2016-17,0.2,0.169,Victim (Fragile Role),Sniper (Resilient Role),0.00158253766130656,False,False,False,False,False,True
Jae Crowder,2016-17,0.25,0.169,Victim (Fragile Role),Sniper (Resilient Role),0.009120817296206951,False,False,False,False,False,True
Jae Crowder,2016-17,0.3,0.169,Victim (Fragile Role),Sniper (Resilient Role),0.02481815777719021,False,False,False,False,False,True
Jae Crowder,2016-17,0.35,0.169,Victim (Fragile Role),Sniper (Resilient Role),0.04132477566599846,False,False,False,False,False,True
Marcus Smart,2016-17,0.15,0.183,Victim (Fragile Role),Victim (Fragile Role),0.001073471736162901,False,False,False,False,False,True
Marcus Smart,2016-17,0.2,0.183,Victim (Fragile Role),Victim (Fragile Role),0.0023851878941059113,False,False,False,False,False,True
Marcus Smart,2016-17,0.25,0.183,Victim (Fragile Role),Victim (Fragile Role),0.009297486394643784,False,False,False,False,False,True
Marcus Smart,2016-17,0.3,0.183,Victim (Fragile Role),Victim (Fragile Role),0.02008284628391266,False,False,False,False,False,True
Marcus Smart,2016-17,0.35,0.183,Victim (Fragile Role),Victim (Fragile Role),0.03625604882836342,False,False,False,False,False,True
Pat Connaughton,2020-21,0.15,0.113,Victim (Fragile Role),Sniper (Resilient Role),0.001388446195051074,False,False,False,False,False,True
Pat Connaughton,2020-21,0.2,0.113,Victim (Fragile Role),Sniper (Resilient Role),0.0036939375568181276,False,False,False,False,False,True
Pat Connaughton,2020-21,0.25,0.113,Victim (Fragile Role),Sniper (Resilient Role),0.007211572490632534,False,False,False,False,False,True
Pat Connaughton,2020-21,0.3,0.113,Victim (Fragile Role),Sniper (Resilient Role),0.03328309953212738,False,False,False,False,False,True
Pat Connaughton,2020-21,0.35,0.113,Bulldozer (Fragile Star),Sniper (Resilient Role),0.04339780658483505,False,False,False,False,False,True
Jamal Murray,2022-23,0.15,0.256,Victim (Fragile Role),Victim (Fragile Role),0.0030621776822954416,False,False,False,False,False,True
Jamal Murray,2022-23,0.2,0.256,Victim (Fragile Role),Victim (Fragile Role),0.00814581848680973,False,False,False,False,False,True
Jamal Murray,2022-23,0.25,0.256,Victim (Fragile Role),Victim (Fragile Role),0.020152613520622253,False,False,False,False,False,True
Jamal Murray,2022-23,0.3,0.256,Victim (Fragile Role),Victim (Fragile Role),0.05519510433077812,False,False,False,False,False,True
Jamal Murray,2022-23,0.35,0.256,Victim (Fragile Role),Victim (Fragile Role),0.0634724348783493,False,False,False,False,False,True
Bradley Beal,2017-18,0.15,0.268,Victim (Fragile Role),King (Resilient Star),0.010206100530922413,False,True,False,True,False,False
Bradley Beal,2017-18,0.2,0.268,Victim (Fragile Role),King (Resilient Star),0.035630952566862106,False,True,False,True,False,False
Bradley Beal,2017-18,0.25,0.268,Victim (Fragile Role),King (Resilient Star),0.07243095338344574,False,True,False,True,False,False
Bradley Beal,2017-18,0.3,0.268,Victim (Fragile Role),King (Resilient Star),0.14151862263679504,False,True,False,True,False,False
Bradley Beal,2017-18,0.35,0.268,Victim (Fragile Role),King (Resilient Star),0.18720251321792603,False,True,False,True,False,False
Bam Adebayo,2022-23,0.15,0.251,Victim (Fragile Role),Victim (Fragile Role),0.000749608559999615,False,False,False,False,False,True
Bam Adebayo,2022-23,0.2,0.251,Victim (Fragile Role),Victim (Fragile Role),0.0019172665197402239,False,False,False,False,False,True
Bam Adebayo,2022-23,0.25,0.251,Victim (Fragile Role),Victim (Fragile Role),0.0058904713951051235,False,False,False,False,False,True
Bam Adebayo,2022-23,0.3,0.251,Victim (Fragile Role),Victim (Fragile Role),0.018061261624097824,False,False,False,False,False,True
Bam Adebayo,2022-23,0.35,0.251,Victim (Fragile Role),Victim (Fragile Role),0.022793924435973167,False,False,False,False,False,True
Jalen Brunson,2022-23,0.15,0.266,Victim (Fragile Role),King (Resilient Star),0.0059210811741650105,False,True,False,True,False,False
Jalen Brunson,2022-23,0.2,0.266,Victim (Fragile Role),King (Resilient Star),0.010847538709640503,False,True,False,True,False,False
Jalen Brunson,2022-23,0.25,0.266,Victim (Fragile Role),King (Resilient Star),0.06551355123519897,False,True,False,True,False,False
Jalen Brunson,2022-23,0.3,0.266,Victim (Fragile Role),King (Resilient Star),0.11659381538629532,False,True,False,True,False,False
Jalen Brunson,2022-23,0.35,0.266,Victim (Fragile Role),King (Resilient Star),0.11902491748332977,False,True,False,True,False,False
Desmond Bane,2022-23,0.15,0.252,Victim (Fragile Role),Bulldozer (Fragile Star),0.0034043341875076294,False,False,False,False,False,True
Desmond Bane,2022-23,0.2,0.252,Victim (Fragile Role),Bulldozer (Fragile Star),0.009326263330876827,False,False,False,False,False,True
Desmond Bane,2022-23,0.25,0.252,Victim (Fragile Role),Bulldozer (Fragile Star),0.03702119365334511,False,False,False,False,False,True
Desmond Bane,2022-23,0.3,0.252,Victim (Fragile Role),Bulldozer (Fragile Star),0.05838905647397041,False,False,False,False,False,True
Desmond Bane,2022-23,0.35,0.252,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.058409787714481354,False,False,False,False,False,True
Pascal Siakam,2021-22,0.15,0.257,Victim (Fragile Role),Bulldozer (Fragile Star),0.0010775317205116153,False,False,False,False,False,True
Pascal Siakam,2021-22,0.2,0.257,Victim (Fragile Role),Bulldozer (Fragile Star),0.0024584555067121983,False,False,False,False,False,True
Pascal Siakam,2021-22,0.25,0.257,Victim (Fragile Role),Bulldozer (Fragile Star),0.008135752752423286,False,False,False,False,False,True
Pascal Siakam,2021-22,0.3,0.257,Victim (Fragile Role),Bulldozer (Fragile Star),0.01770630106329918,False,False,False,False,False,True
Pascal Siakam,2021-22,0.35,0.257,Victim (Fragile Role),Bulldozer (Fragile Star),0.024046516045928,False,False,False,False,False,True
Kyle Lowry,2016-17,0.15,0.243,Victim (Fragile Role),Victim (Fragile Role),0.009798211976885796,False,False,False,False,False,True
Kyle Lowry,2016-17,0.2,0.243,Victim (Fragile Role),Victim (Fragile Role),0.016582230105996132,False,False,False,False,False,True
Kyle Lowry,2016-17,0.25,0.243,Victim (Fragile Role),Victim (Fragile Role),0.07751587778329849,False,False,False,False,False,True
Kyle Lowry,2016-17,0.3,0.243,Victim (Fragile Role),Victim (Fragile Role),0.0891200453042984,False,False,False,False,False,True
Kyle Lowry,2016-17,0.35,0.243,Bulldozer (Fragile Star),Victim (Fragile Role),0.0886022076010704,False,False,False,False,False,True
Jerami Grant,2019-20,0.15,0.177,Victim (Fragile Role),Sniper (Resilient Role),0.000949556939303875,False,False,False,False,False,True
Jerami Grant,2019-20,0.2,0.177,Victim (Fragile Role),Sniper (Resilient Role),0.0024670124985277653,False,False,False,False,False,True
Jerami Grant,2019-20,0.25,0.177,Victim (Fragile Role),Sniper (Resilient Role),0.004765970632433891,False,False,False,False,False,True
Jerami Grant,2019-20,0.3,0.177,Victim (Fragile Role),Sniper (Resilient Role),0.014857473783195019,False,False,False,False,False,True
Jerami Grant,2019-20,0.35,0.177,Victim (Fragile Role),Sniper (Resilient Role),0.024280661717057228,False,False,False,False,False,True
Jamal Murray,2019-20,0.15,0.248,Victim (Fragile Role),King (Resilient Star),0.003489664290100336,False,True,False,True,False,False
Jamal Murray,2019-20,0.2,0.248,Sniper (Resilient Role),King (Resilient Star),0.007856269367039204,False,True,False,True,False,False
Jamal Murray,2019-20,0.25,0.248,Victim (Fragile Role),King (Resilient Star),0.047862615436315536,False,True,False,True,False,False
Jamal Murray,2019-20,0.3,0.248,Victim (Fragile Role),King (Resilient Star),0.10070447623729706,False,True,False,True,False,False
Jamal Murray,2019-20,0.35,0.248,Victim (Fragile Role),King (Resilient Star),0.09014575183391571,False,True,False,True,False,False
Russell Westbrook,2018-19,0.15,0.301,Victim (Fragile Role),Bulldozer (Fragile Star),0.009473887272179127,False,False,False,False,False,True
Russell Westbrook,2018-19,0.2,0.301,Sniper (Resilient Role),Bulldozer (Fragile Star),0.00942552275955677,False,False,False,False,False,True
Russell Westbrook,2018-19,0.25,0.301,Victim (Fragile Role),Bulldozer (Fragile Star),0.04469110816717148,False,False,False,False,False,True
Russell Westbrook,2018-19,0.3,0.301,Victim (Fragile Role),Bulldozer (Fragile Star),0.09109444171190262,False,False,False,False,False,True
Russell Westbrook,2018-19,0.35,0.301,Victim (Fragile Role),Bulldozer (Fragile Star),0.11376414448022842,False,False,False,False,False,True
George Hill,2019-20,0.15,0.152,Victim (Fragile Role),Victim (Fragile Role),0.0011012135073542595,False,False,False,False,False,True
George Hill,2019-20,0.2,0.152,Victim (Fragile Role),Victim (Fragile Role),0.0051246765069663525,False,False,False,False,False,True
George Hill,2019-20,0.25,0.152,Victim (Fragile Role),Victim (Fragile Role),0.026213480159640312,False,False,False,False,False,True
George Hill,2019-20,0.3,0.152,Bulldozer (Fragile Star),Victim (Fragile Role),0.030014386400580406,False,False,False,False,False,True
George Hill,2019-20,0.35,0.152,Bulldozer (Fragile Star),Victim (Fragile Role),0.04229002818465233,False,False,False,False,False,True
Kyrie Irving,2023-24,0.15,0.274,Victim (Fragile Role),King (Resilient Star),0.002751404419541359,False,True,False,True,False,False
Kyrie Irving,2023-24,0.2,0.274,Victim (Fragile Role),King (Resilient Star),0.009809605777263641,False,True,False,True,False,False
Kyrie Irving,2023-24,0.25,0.274,Victim (Fragile Role),King (Resilient Star),0.0398266576230526,False,True,False,True,False,False
Kyrie Irving,2023-24,0.3,0.274,Victim (Fragile Role),King (Resilient Star),0.09102827310562134,False,True,False,True,False,False
Kyrie Irving,2023-24,0.35,0.274,Victim (Fragile Role),King (Resilient Star),0.08894886076450348,False,True,False,True,False,False
Ben Simmons,2017-18,0.15,0.219,Victim (Fragile Role),Victim (Fragile Role),0.0030821918044239283,False,False,False,False,False,True
Ben Simmons,2017-18,0.2,0.219,Victim (Fragile Role),Victim (Fragile Role),0.0036618798039853573,False,False,False,False,False,True
Ben Simmons,2017-18,0.25,0.219,Victim (Fragile Role),Victim (Fragile Role),0.024454427883028984,False,False,False,False,False,True
Ben Simmons,2017-18,0.3,0.219,Victim (Fragile Role),Victim (Fragile Role),0.060631442815065384,False,False,False,False,False,True
Ben Simmons,2017-18,0.35,0.219,Victim (Fragile Role),Victim (Fragile Role),0.06971877068281174,False,False,False,False,False,True
James Harden,2017-18,0.15,0.353,Sniper (Resilient Role),Bulldozer (Fragile Star),0.012221811339259148,False,False,False,False,False,True
James Harden,2017-18,0.2,0.353,Sniper (Resilient Role),Bulldozer (Fragile Star),0.013557503931224346,False,False,False,False,False,True
James Harden,2017-18,0.25,0.353,Victim (Fragile Role),Bulldozer (Fragile Star),0.1407218873500824,False,False,False,False,False,True
James Harden,2017-18,0.3,0.353,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.1332639753818512,False,False,False,False,False,True
James Harden,2017-18,0.35,0.353,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.1282782405614853,False,False,False,False,False,True
Draymond Green,2022-23,0.15,0.129,Victim (Fragile Role),Sniper (Resilient Role),0.0008878696244210005,False,False,False,False,False,True
Draymond Green,2022-23,0.2,0.129,Victim (Fragile Role),Sniper (Resilient Role),0.002265543444082141,False,False,False,False,False,True
Draymond Green,2022-23,0.25,0.129,Victim (Fragile Role),Sniper (Resilient Role),0.008745870552957058,False,False,False,False,False,True
Draymond Green,2022-23,0.3,0.129,Victim (Fragile Role),Sniper (Resilient Role),0.015251225791871548,False,False,False,False,False,True
Draymond Green,2022-23,0.35,0.129,Victim (Fragile Role),Sniper (Resilient Role),0.019707398489117622,False,False,False,False,False,True
Anthony Davis,2022-23,0.15,0.277,Victim (Fragile Role),Bulldozer (Fragile Star),0.0011713237036019564,False,False,False,False,False,True
Anthony Davis,2022-23,0.2,0.277,Victim (Fragile Role),Bulldozer (Fragile Star),0.0030715735629200935,False,False,False,False,False,True
Anthony Davis,2022-23,0.25,0.277,Victim (Fragile Role),Bulldozer (Fragile Star),0.006155113223940134,False,False,False,False,False,True
Anthony Davis,2022-23,0.3,0.277,Victim (Fragile Role),Bulldozer (Fragile Star),0.01857917010784149,False,False,False,False,False,True
Anthony Davis,2022-23,0.35,0.277,Victim (Fragile Role),Bulldozer (Fragile Star),0.022587036713957787,False,False,False,False,False,True
Jayson Tatum,2019-20,0.15,0.28,Sniper (Resilient Role),Bulldozer (Fragile Star),0.0015246962429955602,False,False,False,False,False,True
Jayson Tatum,2019-20,0.2,0.28,Sniper (Resilient Role),Bulldozer (Fragile Star),0.004520523827522993,False,False,False,False,False,True
Jayson Tatum,2019-20,0.25,0.28,Victim (Fragile Role),Bulldozer (Fragile Star),0.0214008130133152,False,False,False,False,False,True
Jayson Tatum,2019-20,0.3,0.28,Victim (Fragile Role),Bulldozer (Fragile Star),0.03339526057243347,False,False,False,False,False,True
Jayson Tatum,2019-20,0.35,0.28,Victim (Fragile Role),Bulldozer (Fragile Star),0.038712501525878906,False,False,False,False,False,True
Luka Dončić,2021-22,0.15,0.368,Sniper (Resilient Role),King (Resilient Star),0.0021490908693522215,False,True,False,True,False,False
Luka Dončić,2021-22,0.2,0.368,Sniper (Resilient Role),King (Resilient Star),0.005056069232523441,False,True,False,True,False,False
Luka Dončić,2021-22,0.25,0.368,Victim (Fragile Role),King (Resilient Star),0.03803284838795662,False,True,False,True,False,False
Luka Dončić,2021-22,0.3,0.368,Victim (Fragile Role),King (Resilient Star),0.04845486581325531,False,True,False,True,False,False
Luka Dončić,2021-22,0.35,0.368,Victim (Fragile Role),King (Resilient Star),0.05717959254980087,False,True,False,True,False,False
Dorian Finney-Smith,2021-22,0.15,0.138,Victim (Fragile Role),Victim (Fragile Role),0.0011245075147598982,False,False,False,False,False,True
Dorian Finney-Smith,2021-22,0.2,0.138,Victim (Fragile Role),Victim (Fragile Role),0.0026676540728658438,False,False,False,False,False,True
Dorian Finney-Smith,2021-22,0.25,0.138,Victim (Fragile Role),Victim (Fragile Role),0.004494910594075918,False,False,False,False,False,True
Dorian Finney-Smith,2021-22,0.3,0.138,Victim (Fragile Role),Victim (Fragile Role),0.011186212301254272,False,False,False,False,False,True
Dorian Finney-Smith,2021-22,0.35,0.138,Victim (Fragile Role),Victim (Fragile Role),0.023877747356891632,False,False,False,False,False,True
De'Aaron Fox,2022-23,0.15,0.288,Victim (Fragile Role),Bulldozer (Fragile Star),0.01607401669025421,False,False,False,False,False,True
De'Aaron Fox,2022-23,0.2,0.288,Victim (Fragile Role),Bulldozer (Fragile Star),0.016839371994137764,False,False,False,False,False,True
De'Aaron Fox,2022-23,0.25,0.288,Victim (Fragile Role),Bulldozer (Fragile Star),0.047133058309555054,False,False,False,False,False,True
De'Aaron Fox,2022-23,0.3,0.288,Victim (Fragile Role),Bulldozer (Fragile Star),0.058324750512838364,False,False,False,False,False,True
De'Aaron Fox,2022-23,0.35,0.288,Victim (Fragile Role),Bulldozer (Fragile Star),0.06985529512166977,False,False,False,False,False,True
Derrick Jones Jr.,2023-24,0.15,0.146,Victim (Fragile Role),Sniper (Resilient Role),0.001030312734656036,False,False,False,False,False,True
Derrick Jones Jr.,2023-24,0.2,0.146,Victim (Fragile Role),Sniper (Resilient Role),0.006086403504014015,False,False,False,False,False,True
Derrick Jones Jr.,2023-24,0.25,0.146,Victim (Fragile Role),Sniper (Resilient Role),0.03485162928700447,False,False,False,False,False,True
Derrick Jones Jr.,2023-24,0.3,0.146,Bulldozer (Fragile Star),Sniper (Resilient Role),0.038642872124910355,False,False,False,False,False,True
Derrick Jones Jr.,2023-24,0.35,0.146,Bulldozer (Fragile Star),Sniper (Resilient Role),0.0559227354824543,False,False,False,False,False,True
Reggie Jackson,2020-21,0.15,0.195,Victim (Fragile Role),Sniper (Resilient Role),0.001910436898469925,False,False,False,False,False,True
Reggie Jackson,2020-21,0.2,0.195,Victim (Fragile Role),Sniper (Resilient Role),0.0062661548145115376,False,False,False,False,False,True
Reggie Jackson,2020-21,0.25,0.195,Victim (Fragile Role),Sniper (Resilient Role),0.013617673888802528,False,False,False,False,False,True
Reggie Jackson,2020-21,0.3,0.195,Victim (Fragile Role),Sniper (Resilient Role),0.049594346433877945,False,False,False,False,False,True
Reggie Jackson,2020-21,0.35,0.195,Victim (Fragile Role),Sniper (Resilient Role),0.07300316542387009,False,False,False,False,False,True
Ben Simmons,2018-19,0.15,0.215,Victim (Fragile Role),Sniper (Resilient Role),0.0013248712057247758,False,False,False,False,False,True
Ben Simmons,2018-19,0.2,0.215,Victim (Fragile Role),Sniper (Resilient Role),0.005033039953559637,False,False,False,False,False,True
