player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,CREATION_VOLUME_RATIO,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,EFG_ISO_WEIGHTED,is_star_predicted,is_star_actual,rank
Jerian Grant,2015-16,0.4180881977081299,0.2258179932832718,0.1922702044248581,0.0212292205542325,0.5606825947761536,Victim (Fragile Role),,23.0,0.185,0.6786632390745501,0.1029999999999999,0.2219999999999999,0.3906287878787879,False,,87
Jonathan Kuminga,2024-25,0.41755049675703043,0.0885720178484916,0.3289784789085388,0.0177770499140024,0.5646724700927734,Victim (Fragile Role),,22.0,0.271,0.4866595517609391,-0.032,0.014,0.4160526315789473,False,,88
Rodney Hood,2016-17,0.4151477590203285,0.0486449673771858,0.3665027916431427,0.0091360667720437,0.5757161974906921,Victim (Fragile Role),Victim (Fragile Role),24.0,0.227,0.5023474178403756,-0.03,0.0979999999999999,0.4185560747663551,False,False,89
Julius Randle,2018-19,0.4128947779536247,0.0426162704825401,0.3702785074710846,0.0074689667671918,0.5796362161636353,Victim (Fragile Role),,24.0,0.273,0.4603811434302909,0.0109999999999999,0.003,0.5181176470588235,False,,90
Gary Trent Jr.,2019-20,0.4056667480617761,0.0249156448990106,0.3807511031627655,0.0110104503110051,0.5833227634429932,Victim (Fragile Role),Victim (Fragile Role),21.0,0.15,0.3866171003717472,-0.046,0.124,0.4642115384615384,False,False,91
Jayson Tatum,2020-21,0.3986526504158973,0.0856266394257545,0.3130260109901428,0.0074162129312753,0.5939310789108276,Victim (Fragile Role),King (Resilient Star),23.0,0.298,0.7114568599717114,0.0509999999999999,0.025,0.4820337972166998,False,True,92
Markel Brown,2015-16,0.39804643392562866,0.1327286064624786,0.26531782746315,0.0203544590622186,0.5815991163253784,Victim (Fragile Role),,24.0,0.183,0.3242506811989101,-0.0119999999999999,0.235,0.3649327731092437,False,,93
Kris Dunn,2017-18,0.39695866405963887,0.2238320261240005,0.1731266379356384,0.0126069793477654,0.5904343724250793,Victim (Fragile Role),,24.0,0.245,0.8167791706846672,0.0469999999999999,0.0809999999999999,0.4433754427390791,False,,94
T.J. Warren,2017-18,0.3924942016601562,0.0413055419921875,0.3511886596679687,0.0081423483788967,0.5993634462356567,Victim (Fragile Role),,24.0,0.243,0.3403643336529243,-0.03,0.0289999999999999,0.4671633802816901,False,,95
Stanley Johnson,2016-17,0.3877758979797363,0.1305366456508636,0.2572392523288727,0.0334184728562831,0.5788056254386902,Victim (Fragile Role),,21.0,0.144,0.3930635838150289,0.002,0.199,0.3804926470588236,False,,96
Dennis Smith Jr.,2017-18,0.3862489461898803,0.2208336442708969,0.1654153019189834,0.0107034528627991,0.6030476093292236,Victim (Fragile Role),,20.0,0.28,0.7848509266720387,0.0369999999999999,0.011,0.4157659137577001,False,,97
Zion Williamson,2020-21,0.381919365376234,0.0522973053157329,0.3296220600605011,0.0069109052419662,0.611169695854187,Victim (Fragile Role),,20.0,0.287,0.5467032967032966,-0.0259999999999999,0.024,0.5661256281407034,False,,98
Josh Jackson,2018-19,0.3808863162994385,0.0682905912399292,0.3125957250595093,0.0120254689827561,0.6070882081985474,Victim (Fragile Role),,22.0,0.234,0.5730337078651685,-0.003,0.2029999999999999,0.3852745098039216,False,,99
Jayson Tatum,2017-18,0.3794607073068618,0.1090196520090103,0.2704410552978515,0.0102370362728834,0.6103022694587708,Victim (Fragile Role),Sniper (Resilient Role),20.0,0.192,0.4611727416798732,0.0139999999999999,0.091,0.415061855670103,False,False,100
Tyrese Maxey,2024-25,0.3780712783336639,0.1036498844623565,0.2744213938713074,0.0115123922005295,0.6104163527488708,Victim (Fragile Role),,24.0,0.293,0.7831541218637993,0.093,0.0709999999999999,0.4773569794050344,False,,101
Lonnie Walker IV,2019-20,0.37695449590682967,0.07996067404747,0.2969938218593597,0.0155494064092636,0.6074960827827454,Victim (Fragile Role),,21.0,0.183,0.4680306905370844,-0.04,0.046,0.3910983606557377,False,,102
Terry Rozier,2017-18,0.3750075995922088,0.0683041512966156,0.3067034482955932,0.0101941833272576,0.6147981882095337,Victim (Fragile Role),Victim (Fragile Role),24.0,0.199,0.555128205128205,-0.05,0.0719999999999999,0.4635496535796766,False,False,103
Scoot Henderson,2023-24,0.372725985944271,0.0811811611056327,0.2915448248386383,0.0165105555206537,0.6107634902000427,Victim (Fragile Role),,20.0,0.26,0.7400204708290686,-0.004,0.037,0.431253112033195,False,,104
Langston Galloway,2015-16,0.3718987703323364,0.0827544331550598,0.2891443371772766,0.012040227651596,0.6160610318183899,Victim (Fragile Role),,24.0,0.151,0.380952380952381,0.019,0.051,0.4353888888888888,False,,105
Tyler Dorsey,2017-18,0.37064293771982176,0.1064271703362464,0.2642157673835754,0.0239673964679241,0.6053896546363831,Victim (Fragile Role),,22.0,0.193,0.4601113172541743,-0.05,0.012,0.402899193548387,False,,106
Talen Horton-Tucker,2023-24,0.3701948970556259,0.127406507730484,0.2427883893251419,0.0236471388489007,0.6061578989028931,Victim (Fragile Role),,23.0,0.234,0.6753246753246753,-0.042,0.006,0.4213076923076923,False,,107
Shaedon Sharpe,2023-24,0.3696593865752219,0.0917005464434623,0.2779588401317596,0.0176653917878866,0.6126751899719238,Victim (Fragile Role),,21.0,0.22,0.6180124223602484,-0.042,0.161,0.4114020100502513,False,,108
Julius Randle,2017-18,0.36943062767386425,0.0453174374997615,0.3241131901741028,0.0069418139755725,0.6236275434494019,Victim (Fragile Role),,23.0,0.251,0.4525222551928783,-0.0249999999999999,0.002,0.5141573770491804,False,,109
Evan Fournier,2016-17,0.3680570498108864,0.1165902391076088,0.2514668107032776,0.0056039146147668,0.6263390183448792,Victim (Fragile Role),,24.0,0.229,0.411062906724512,0.039,0.0659999999999999,0.4613614775725593,False,,110
Jayson Tatum,2019-20,0.3680504858493805,0.0387125015258789,0.3293379843235016,0.0105723300948739,0.621377170085907,Victim (Fragile Role),Bulldozer (Fragile Star),22.0,0.28,0.689019279128248,0.0019999999999999,0.049,0.5288175182481754,False,True,111
D'Angelo Russell,2018-19,0.3667899221181869,0.0647327750921249,0.302057147026062,0.0079214135184884,0.6252886652946472,Victim (Fragile Role),,23.0,0.311,0.7520927237604637,0.0339999999999999,0.022,0.4816883561643836,False,,112
Brandon Miller,2024-25,0.3637278266251086,0.0617242343723773,0.3020035922527313,0.0171498600393533,0.6191222667694092,Victim (Fragile Role),,22.0,0.27,0.4380222841225626,-0.037,0.0309999999999999,0.3706502384737679,False,,113
Lonzo Ball,2018-19,0.36310582607984543,0.0964131876826286,0.2666926383972168,0.0224612429738044,0.6144329309463501,Victim (Fragile Role),,21.0,0.167,0.4195624195624196,-0.008,0.038,0.4151779141104294,False,,114
Kelly Oubre Jr.,2019-20,0.3535300716757774,0.0290473327040672,0.3244827389717102,0.0080410875380039,0.6384288668632507,Victim (Fragile Role),,24.0,0.219,0.3428011753183153,-0.0249999999999999,0.0869999999999999,0.4349428571428571,False,,115
Jaden Springer,2024-25,0.3517182767391204,0.072254866361618,0.2794634103775024,0.0200758874416351,0.6282058358192444,Victim (Fragile Role),,22.0,0.139,0.3865030674846626,-0.03,0.0889999999999999,0.3896984126984126,False,,116
Tre Jones,2023-24,0.3507996536791324,0.0452361144125461,0.3055635392665863,0.0076940525323152,0.6415062546730042,Victim (Fragile Role),,24.0,0.149,0.5646481178396072,-0.0169999999999999,0.003,0.5307652173913043,False,,117
Giannis Antetokounmpo,2015-16,0.3488348759710788,0.0416168607771396,0.3072180151939392,0.0079466765746474,0.643218457698822,Victim (Fragile Role),,21.0,0.221,0.4768883878241262,-0.043,0.011,0.4908085106382979,False,,118
Nick Smith Jr.,2023-24,0.34689483791589726,0.0735843256115913,0.273310512304306,0.0139041831716895,0.6392009258270264,Victim (Fragile Role),,20.0,0.202,0.4608695652173913,-0.039,0.0889999999999999,0.4011509433962263,False,,119
Dennis Schröder,2016-17,0.3454454466700554,0.0667625293135643,0.2786829173564911,0.0140160312876105,0.6405385136604309,Victim (Fragile Role),King (Resilient Star),23.0,0.272,0.7617942768754834,0.0169999999999999,0.009,0.4620913705583756,False,True,120
Giannis Antetokounmpo,2017-18,0.3375339061021804,0.0713580399751663,0.2661758661270141,0.0081814359873533,0.6542845964431763,Victim (Fragile Role),Bulldozer (Fragile Star),23.0,0.307,0.5946166394779772,-0.0409999999999999,0.044,0.4713936899862825,False,True,121
Giannis Antetokounmpo,2018-19,0.3348404429852962,0.0514949224889278,0.2833455204963684,0.0068048727698624,0.6583546996116638,Victim (Fragile Role),King (Resilient Star),24.0,0.314,0.6035714285714285,-0.026,0.022,0.5690000000000001,False,True,122
Emmanuel Mudiay,2015-16,0.33206595480442036,0.1434920132160186,0.1885739415884018,0.0200967006385326,0.6478373408317566,Victim (Fragile Role),,20.0,0.25,0.7010506208213946,0.013,0.0379999999999999,0.3697193460490462,False,,123
Luka Dončić,2018-19,0.3270457461476325,0.0639177039265632,0.2631280422210693,0.0086624976247549,0.6642917394638062,Victim (Fragile Role),,20.0,0.296,0.8031007751937985,0.07,0.005,0.5101505791505792,False,,124
Tyler Ulis,2017-18,0.3238249123096466,0.1258150190114975,0.1980098932981491,0.031204042956233,0.6449710130691528,Victim (Fragile Role),,22.0,0.184,0.8357030015797788,0.006,0.1269999999999999,0.4294650283553876,False,,125
Luka Dončić,2021-22,0.32233249396085734,0.0571795925498008,0.2651529014110565,0.0126365032047033,0.6650310158729553,Victim (Fragile Role),King (Resilient Star),23.0,0.368,0.8947945205479451,-0.019,0.001,0.5347924066135947,False,True,126
Frank Ntilikina,2022-23,0.3222219720482825,0.0981867089867591,0.2240352630615234,0.0179563462734222,0.6598216891288757,Victim (Fragile Role),,24.0,0.125,0.3777777777777777,-0.044,0.0389999999999999,0.3611882352941176,False,,127
Deni Avdija,2022-23,0.3134633619338273,0.030053736642003,0.2834096252918243,0.0117161534726619,0.6748204827308655,Victim (Fragile Role),,22.0,0.165,0.3350515463917525,-0.034,0.0699999999999999,0.4726615384615385,False,,128
Anfernee Simons,2022-23,0.313137374818325,0.0288062915205955,0.2843310832977295,0.0079952562227845,0.6788673996925354,Victim (Fragile Role),,24.0,0.247,0.6008836524300442,0.01,0.03,0.5115661764705882,False,,129
OG Anunoby,2021-22,0.3125402480363845,0.0889234393835067,0.2236168086528778,0.0176716577261686,0.6697880625724792,Victim (Fragile Role),,24.0,0.204,0.3855743544078361,0.011,0.007,0.3650300230946882,False,,130
Andrew Wiggins,2017-18,0.311659850180149,0.1118937954306602,0.1997660547494888,0.0112111959606409,0.6771289706230164,Victim (Fragile Role),Sniper (Resilient Role),23.0,0.228,0.5184466019417475,-0.038,0.013,0.4204044943820224,False,False,131
Kentavious Caldwell-Pope,2016-17,0.31108833104372013,0.1224932447075843,0.1885950863361358,0.0058876443654298,0.6830240488052368,Victim (Fragile Role),,24.0,0.187,0.3733170134638923,0.081,0.016,0.4329639344262295,False,,132
Shai Gilgeous-Alexander,2019-20,0.31002479419112194,0.0502271316945552,0.2597976624965668,0.0122997052967548,0.6776754856109619,Victim (Fragile Role),Victim (Fragile Role),21.0,0.235,0.83,-0.031,0.1180000000000001,0.4926199342825849,False,False,133
Saddiq Bey,2021-22,0.30874942615628237,0.0425704903900623,0.2661789357662201,0.0093861082568764,0.6818645000457764,Victim (Fragile Role),,23.0,0.209,0.3201189296333003,0.0,0.1039999999999999,0.3698328173374613,False,,134
RJ Barrett,2020-21,0.3020420372486114,0.0342747867107391,0.2677672505378723,0.0081542544066905,0.6898036599159241,Victim (Fragile Role),Victim (Fragile Role),21.0,0.228,0.5292035398230088,-0.0269999999999999,0.0439999999999999,0.4513444816053512,False,False,135
Malik Monk,2021-22,0.3019839711487293,0.0272470600903034,0.2747369110584259,0.0066621657460927,0.6913538575172424,Victim (Fragile Role),,24.0,0.195,0.4163522012578616,-0.018,0.015,0.4738640483383686,False,,136
Gary Trent Jr.,2022-23,0.29949993453919876,0.0291944798082113,0.2703054547309875,0.0073307859711349,0.6931692361831665,Victim (Fragile Role),,24.0,0.209,0.4574574574574575,-0.0419999999999999,0.0109999999999998,0.4650371991247264,False,,137
Jamal Murray,2017-18,0.2976950854063033,0.080033928155899,0.2176611572504043,0.009993715211749,0.69231116771698,Victim (Fragile Role),,21.0,0.223,0.5688442211055277,-0.012,0.048,0.4524805653710246,False,,138
Frank Ntilikina,2017-18,0.2976480796933174,0.2233789563179016,0.0742691233754158,0.0149813080206513,0.6873705983161926,Victim (Fragile Role),,19.0,0.166,0.608,0.0219999999999999,0.02,0.3502565789473684,False,,139
Theo Maledon,2020-21,0.2950945571064948,0.0567831173539161,0.2383114397525787,0.0104843052104115,0.694421112537384,Victim (Fragile Role),,20.0,0.188,0.5523809523809524,-0.041,0.2339999999999999,0.3957881773399014,False,,140
Jayson Tatum,2018-19,0.2943689413368701,0.0317531414330005,0.2626157999038696,0.0076318816281855,0.697999119758606,Victim (Fragile Role),Victim (Fragile Role),21.0,0.218,0.5251196172248804,-0.033,0.0949999999999999,0.4596856492027335,False,False,141
Gary Trent Jr.,2021-22,0.2922669611871242,0.0266732834279537,0.2655936777591705,0.0074535650201141,0.7002794742584229,Victim (Fragile Role),Victim (Fragile Role),23.0,0.212,0.533920704845815,-0.002,0.0769999999999999,0.4764240924092409,False,False,142
Tyler Herro,2022-23,0.28787441179156303,0.0301493816077709,0.2577250301837921,0.008176920004189,0.7039486765861511,Victim (Fragile Role),,23.0,0.25,0.6124595469255664,-0.003,0.063,0.49010964332893,False,,143
Josh Richardson,2017-18,0.2876148670911788,0.0760001093149185,0.2116147577762603,0.0086604729294776,0.7037246823310852,Victim (Fragile Role),,24.0,0.176,0.3825887743413516,-0.0099999999999999,0.009,0.4608502994011976,False,,144
Ben Simmons,2020-21,0.2853342592716216,0.0389044731855392,0.2464297860860824,0.0074045928195118,0.7072611451148987,Victim (Fragile Role),Victim (Fragile Role),24.0,0.2,0.6339031339031338,-0.044,0.133,0.5423258426966293,False,False,145
CJ McCollum,2015-16,0.283002808690071,0.0748963803052902,0.2081064283847808,0.0123434802517294,0.7046537399291992,Victim (Fragile Role),Victim (Fragile Role),24.0,0.266,0.6917188587334726,-0.005,0.014,0.4957907444668007,False,False,146
Markelle Fultz,2019-20,0.2817819118499755,0.0424851030111312,0.2392968088388443,0.0144644882529973,0.7037535905838013,Victim (Fragile Role),,22.0,0.21,0.7488207547169811,-0.0089999999999999,0.0609999999999999,0.4825732283464567,False,,147
Trae Young,2018-19,0.2812736555933952,0.0890476033091545,0.1922260522842407,0.0101657519116997,0.708560585975647,Victim (Fragile Role),,20.0,0.277,0.8368000000000001,0.0929999999999999,0.006,0.4600736137667303,False,,148
Amen Thompson,2024-25,0.2803950794041156,0.0452061630785465,0.2351889163255691,0.0128620266914367,0.7067429423332214,Victim (Fragile Role),,22.0,0.172,0.4445754716981132,-0.0429999999999999,0.132,0.4907586206896552,False,,149
Aaron Gordon,2019-20,0.27982425317168225,0.0269089303910732,0.2529153227806091,0.0078414371237158,0.7123343348503113,Victim (Fragile Role),,24.0,0.205,0.394291754756871,-0.0419999999999999,0.2289999999999999,0.3899946380697051,False,,150
Ben Simmons,2017-18,0.2782900407910346,0.0697187706828117,0.2085712701082229,0.0117847984656691,0.7099251747131348,Victim (Fragile Role),Victim (Fragile Role),21.0,0.219,0.7688937568455642,-0.034,0.0929999999999999,0.4848817663817664,False,False,151
Dyson Daniels,2024-25,0.2752475999295711,0.033040564507246,0.2422070354223251,0.0146521255373954,0.7101002335548401,Victim (Fragile Role),,22.0,0.178,0.4712153518123668,-0.0419999999999999,0.0479999999999999,0.5300407239819005,False,,152
Killian Hayes,2022-23,0.2627660892903804,0.0541549734771251,0.2086111158132553,0.0196947641670703,0.7175391316413879,Victim (Fragile Role),,21.0,0.201,0.6935817805383023,0.0,0.0479999999999999,0.4200373134328358,False,,153
Dejounte Murray,2020-21,0.2626924514770507,0.0249467939138412,0.2377456575632095,0.0110571002587676,0.7262504696846008,Victim (Fragile Role),,24.0,0.231,0.7189324437030858,-0.05,0.0729999999999999,0.4842645011600928,False,,154
Jalen Green,2022-23,0.2610818818211555,0.0376129224896431,0.2234689593315124,0.0112015064805746,0.7277165651321411,Victim (Fragile Role),,21.0,0.274,0.7062146892655368,-0.015,0.007,0.45057,False,,155
Scottie Barnes,2021-22,0.2591986227780579,0.0222079623490571,0.2369906604290008,0.0060819908976554,0.7347193956375122,Victim (Fragile Role),,20.0,0.187,0.4274509803921569,-0.032,0.0329999999999999,0.4719655963302752,False,,156
RJ Barrett,2021-22,0.258227352052927,0.0598677136003971,0.1983596384525299,0.0135692078620195,0.7282034158706665,Victim (Fragile Role),,22.0,0.268,0.5664335664335665,0.0169999999999999,0.051,0.4067709190672153,False,,157
Cole Anthony,2021-22,0.2511378750205039,0.0445985868573188,0.2065392881631851,0.0127123547717928,0.736149787902832,Victim (Fragile Role),,22.0,0.245,0.6422558922558923,0.091,0.0699999999999999,0.4129685452162516,False,,158
Paolo Banchero,2022-23,0.2299879938364028,0.0361035466194152,0.1938844472169876,0.010751998052001,0.7592600584030151,Victim (Fragile Role),,20.0,0.272,0.6732673267326733,-0.016,0.0529999999999999,0.4487860962566845,False,,159
Coby White,2023-24,0.2265109904110431,0.0356065966188907,0.1909043937921524,0.0066850828006863,0.7668039202690125,Victim (Fragile Role),,24.0,0.224,0.5729984301412873,-0.013,0.019,0.5102986301369863,False,,160
Jaden Ivey,2022-23,0.2051639780402183,0.0323809459805488,0.1727830320596695,0.0101053193211555,0.7847307324409485,Victim (Fragile Role),,21.0,0.251,0.7055606198723792,0.001,0.0669999999999999,0.4158966408268733,False,,161
Coby White,2020-21,0.2021278962492942,0.0236657485365867,0.1784621477127075,0.0082896491512656,0.7895824313163757,Victim (Fragile Role),,21.0,0.219,0.5281818181818182,-0.032,0.1149999999999999,0.4963493975903614,False,,162
Julius Randle,2015-16,0.1903114058077334,0.0416267998516559,0.1486846059560775,0.0096987094730138,0.7999898791313171,Victim (Fragile Role),,21.0,0.209,0.4919708029197081,-0.0489999999999999,0.0899999999999999,0.3901513353115727,False,,163
Luguentz Dort,2022-23,0.1878421735018491,0.0249310415238142,0.1629111319780349,0.0077857682481408,0.8043720722198486,Victim (Fragile Role),,24.0,0.194,0.3584499461786868,-0.042,0.02,0.4367447447447447,False,,164
Isaac Okoro,2020-21,0.1772660687565803,0.0252928659319877,0.1519732028245926,0.0074200732633471,0.8153138756752014,Victim (Fragile Role),,20.0,0.142,0.3709150326797386,-0.0359999999999999,0.0749999999999999,0.385136563876652,False,,165
Scottie Barnes,2022-23,0.1712737344205378,0.0318601541221141,0.1394135802984237,0.008436881005764,0.8202893733978271,Victim (Fragile Role),,21.0,0.2,0.4722492697176241,-0.009,0.123,0.4186206185567011,False,,166
Justise Winslow,2019-20,0.1709586270153522,0.1142012551426887,0.0567573718726635,0.033119861036539,0.7959215641021729,Victim (Fragile Role),,24.0,0.19,0.5211912943871706,0.032,0.0559999999999999,0.309945054945055,False,,167
Dyson Daniels,2022-23,0.16598904877901072,0.1030634194612503,0.0629256293177604,0.0171575564891099,0.816853404045105,Victim (Fragile Role),,20.0,0.113,0.4057971014492754,0.001,0.012,0.3411428571428571,False,,168
Shabazz Napier,2015-16,0.1599836982786654,0.1005275920033454,0.05945610627532,0.0164957419037818,0.8235206007957458,Victim (Fragile Role),,24.0,0.196,0.5734265734265734,0.0,0.29,0.3224268292682927,False,,169
Marcus Smart,2017-18,0.15210131928324688,0.0393404550850391,0.1127608641982078,0.0109883174300193,0.8369103670120239,Victim (Fragile Role),Victim (Fragile Role),24.0,0.187,0.4974747474747474,-0.046,0.046,0.3909670050761421,False,False,170
Aleksej Pokusevski,2020-21,0.1365752443671225,0.1136332005262374,0.0229420438408851,0.0318702645599842,0.8315545320510864,Victim (Fragile Role),,19.0,0.197,0.3125925925925926,0.0859999999999999,0.0399999999999999,0.2943791469194313,False,,171
Marcus Smart,2016-17,0.0676321797072887,0.0362560488283634,0.0313761308789253,0.0067704678513109,0.9255973100662231,Victim (Fragile Role),Victim (Fragile Role),23.0,0.183,0.3588709677419355,-0.0489999999999999,0.12,0.3485318352059925,False,False,172
Cam Reddish,2020-21,0.049830094911158,0.0352599173784256,0.0145701775327324,0.0334146171808242,0.9167553186416626,Victim (Fragile Role),,21.0,0.183,0.3118881118881119,-0.036,0.018,0.2845067264573991,False,,173
